,Date,Time,Volume,Density,Person_0,Person_1,Person_10,Person_11,Person_12,Person_13,Person_14,Person_15,Person_16,Person_17,Person_18,Person_19,Person_2,Person_3,Person_4,Person_5,Person_6,Person_7,Person_8,Person_9,Anomaly Probability
144,5/01/2015,6:00:00,768,11.83124624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,5/01/2015,6:15:00,972,15.51372481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,5/01/2015,6:30:00,1188,20.87519724,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.15
147,5/01/2015,6:45:00,1224,22.29009667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,5/01/2015,7:00:00,1068,19.7280283,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.15
149,5/01/2015,7:15:00,1104,22.06684098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05
150,5/01/2015,7:30:00,1188,24.70709557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,5/01/2015,7:45:00,1104,27.24782155,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0.3
152,5/01/2015,8:00:00,1200,33.32988137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,5/01/2015,8:15:00,936,47.85429396,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.25
154,5/01/2015,8:30:00,936,49.26409067,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
155,5/01/2015,8:45:00,1068,38.74780192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,5/01/2015,9:00:00,996,48.81039868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,5/01/2015,9:15:00,888,40.49300105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,5/01/2015,9:30:00,852,53.39015848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,5/01/2015,9:45:00,636,45.80122529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,5/01/2015,10:00:00,1008,53.55364332,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
