,Date,Time,Volume,Density,Person_0,Person_1,Person_10,Person_11,Person_12,Person_13,Person_14,Person_15,Person_16,Person_17,Person_18,Person_19,Person_2,Person_3,Person_4,Person_5,Person_6,Person_7,Person_8,Person_9,Anomaly Probability
0,5/11/2021,21:30:00,1544,43.48080482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1,5/11/2021,21:45:00,1536,44.97099452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2,5/11/2021,22:00:00,1424,40.60836502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3,5/11/2021,22:15:00,1368,40.54217982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
4,5/11/2021,22:30:00,1308,39.02906167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5,5/11/2021,22:45:00,1272,35.0996381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
6,5/11/2021,23:00:00,1160,29.59183673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,5/11/2021,23:15:00,1156,29.59044369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,5/11/2021,23:30:00,1024,26.43209897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
9,5/11/2021,23:45:00,900,21.65842726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,8/11/2021,06:00:00,2940,71.89054372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,8/11/2021,06:15:00,3472,111.5964789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,8/11/2021,06:30:00,3604,173.69648,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.15
13,8/11/2021,06:45:00,3424,144.1867746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,8/11/2021,07:00:00,3636,102.5968342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,8/11/2021,07:15:00,3632,91.41938355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
16,8/11/2021,07:30:00,3520,92.52361539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
17,8/11/2021,07:45:00,3324,104.6099057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
